,cg18649438,cg12633154,cg01856645,cg10568066,cg13401893,cg04193820,cg09296957,cg19867917,cg26615126,cg06501366,cg06791446,cg24503407,cg16430428,cg26730543,cg11805311,cg09715672,cg14142171,cg23130075,cg14893161,cg00026375,cg10930308,cg27022933,cg09811317,cg01347228,cg10945539,cg15258416,cg27038439,cg19432362,cg17872886,cg07157834,cg16078649,cg18459618,cg24404630,cg06148175,cg13918754,cg24840099,cg22454011,cg17835678,cg23721712,cg26354017,cg01754756,cg20349812,cg15056105,cg26667946,cg02674384,cg24755996,cg11857033,cg15848031,cg26800803,cg18105675,cg14159672,cg15089314,cg09573585,cg10605681,cg25835179,cg25821304,cg21538208,cg15176413,cg20469139,cg07167872,cg05117982,cg14582057,cg07382347,cg12355172,cg03596034,cg00948524,cg07179033,cg08912051,cg25144207,cg12894325,cg26395382,cg12109566,cg08896939,cg00737978,cg02017534,cg00350199,cg11096993,cg04590184,cg01902605,cg14825976,cg25643819,cg25052156,cg10381888,cg16722947,cg02188185,cg26993102,cg08035082,cg09683562,cg14269973,cg04986336,cg25374649,cg03400060,cg12261786,cg09974661,cg01240599,cg08605991,cg00835279,cg17178900,cg04565008,cg11965913,cg25298725,cg09279736,cg14846965,cg14753599,cg18602114,cg25658983,cg24438909,cg08328513,cg12979844,cg08018585
GSM4299563,0.2538432,0.6303554,0.6201562,0.6940827,0.610678,0.4377758,0.6125146,0.5822606,0.6831917,0.6407147,0.6266289,0.3396949,0.5514999,0.4166903,0.3925552,0.25895,0.2906889,0.665156,0.2086435,0.1441545,0.363319,0.5366672,0.10000338,0.4260127,0.6742286,0.11607901,0.7443723,0.7582199,0.6520587,0.6026835,0.5606518,0.3142783,0.2356072,0.640417,0.2734515,0.4368154,0.374496,0.6927854,0.1395278,0.4385662,0.3825485,0.3867085,0.2590773,0.3041735,0.3502659,0.8535915,0.1807876,0.6575154,0.2050657,0.6735966,0.3063247,0.7173473,0.3490594,0.2315252,0.6485717,0.14889054,0.6123403,0.3998607,0.4387547,0.3407656,0.3099899,0.4018117,0.3826638,0.5941728,0.2998725,0.09840037,0.2974898,0.07806613,0.4948967,0.4932503,0.432161,0.1770175,0.4546037,0.3141379,0.3017149,0.5178313,0.7025352,0.1844867,0.7560474,0.319277,0.2038703,0.7578856,0.8499557,0.6770856,0.4023803,0.7321666,0.8153631,0.155271,0.2868568,0.541566,0.3203603,0.5176633,0.6835296,0.5949377,0.5767733,0.8309129,0.3675111,0.5555399,0.5623553,0.2111651,0.25249483,0.4870922,0.3660985,0.4884818,0.5205725,0.4468293,0.3928574,0.7006907,0.3623418,0.3923131
GSM4299564,0.2029799,0.6604602,0.6793371,0.683119,0.632575,0.437955,0.4650777,0.6744965,0.6811994,0.6937618,0.780785,0.8922357,0.5728048,0.4680829,0.3736541,0.328596,0.431606,0.5516152,0.8884945,0.1555825,0.4395736,0.4402344,0.12247499,0.3974101,0.7311497,0.1168162,0.7291461,0.7919278,0.6590415,0.9003166,0.5862794,0.2808752,0.2297763,0.5197088,0.2839707,0.4006244,0.4830329,0.6598219,0.1710234,0.8844521,0.3553329,0.3656813,0.3171754,0.2973722,0.2962066,0.8429936,0.1996949,0.6027642,0.1785133,0.7118216,0.90348,0.7724495,0.3915584,0.2987221,0.4890556,0.15475213,0.4968531,0.3713492,0.3586788,0.7807674,0.3099174,0.357498,0.4080393,0.4337993,0.2196761,0.11058322,0.3224272,0.04888315,0.4557551,0.465558,0.4505003,0.212211,0.4218477,0.3347321,0.3249447,0.4308844,0.6659608,0.1545877,0.8454282,0.3704119,0.1745211,0.8472253,0.8500714,0.7484082,0.4363609,0.7170343,0.7965265,0.1722416,0.2754241,0.4935533,0.3445779,0.5616334,0.6952105,0.6262055,0.4984997,0.7998977,0.4143285,0.8525141,0.4869301,0.8285298,0.32064073,0.4856367,0.3894718,0.5503533,0.5309666,0.4334382,0.4251131,0.7547112,0.4020187,0.3740461
GSM4299566,0.1855181,0.5870843,0.4825052,0.7073202,0.5674867,0.3423901,0.5843769,0.7831477,0.7365841,0.6781764,0.6742468,0.7316636,0.6467445,0.4112406,0.3160325,0.2175699,0.2528928,0.6552009,0.5680799,0.2225973,0.5111605,0.4765896,0.13348986,0.3208789,0.7529929,0.14399569,0.6643382,0.6951034,0.7977578,0.8273809,0.5600281,0.2115179,0.1967409,0.5847853,0.2194532,0.5320883,0.3099321,0.8012609,0.1627189,0.7827886,0.2642113,0.3401212,0.2225786,0.2413253,0.2797728,0.8459888,0.1574854,0.5958556,0.1696588,0.7284352,0.7057627,0.6777656,0.2426247,0.2369996,0.6037905,0.13429875,0.3880219,0.4324021,0.2482384,0.7355558,0.2606702,0.312222,0.3499505,0.5656838,0.2023189,0.10608781,0.2645332,0.07496717,0.3633359,0.4275592,0.373804,0.2068576,0.3487499,0.2621829,0.2631841,0.4984858,0.6937859,0.1677407,0.5797714,0.2811551,0.2287079,0.6678207,0.8424303,0.5517227,0.4500054,0.6627804,0.7850543,0.1314796,0.2021908,0.5529728,0.2185537,0.6012515,0.6863139,0.6884693,0.5762797,0.7391263,0.4648659,0.8226018,0.5266951,0.6606477,0.23213292,0.5278122,0.3261336,0.5054515,0.3888324,0.3713577,0.3749527,0.7265667,0.3501939,0.3605265
GSM4299567,0.2543266,0.656821,0.6671048,0.7375789,0.6828395,0.4142324,0.337958,0.9304392,0.8856025,0.7495885,0.6825503,0.1716133,0.8057514,0.4584091,0.3298861,0.2169422,0.3791136,0.4077304,0.1519913,0.1682332,0.573673,0.3119106,0.11232334,0.321686,0.8478473,0.14567602,0.6613756,0.810822,0.9036654,0.4912314,0.5692101,0.2512296,0.2659498,0.3665054,0.4080434,0.3322579,0.3518263,0.751298,0.1523625,0.294032,0.292079,0.3291064,0.2616028,0.4535887,0.4246494,0.8882266,0.1759818,0.6114098,0.1838469,0.9014366,0.173297,0.7177318,0.2952907,0.2047844,0.3091818,0.11436978,0.3817607,0.4147434,0.4050244,0.2947896,0.240618,0.329219,0.4285651,0.232708,0.3015933,0.12063972,0.3534126,0.06062876,0.4789191,0.2879525,0.4247088,0.1721555,0.4583433,0.2952286,0.392673,0.3064064,0.5088253,0.1868452,0.8564086,0.2804035,0.1937871,0.7032406,0.8404213,0.7648723,0.48331,0.7374862,0.7969103,0.1258011,0.441949,0.4808147,0.3150369,0.5396077,0.6829097,0.8802535,0.375122,0.8343183,0.7481382,0.4713913,0.3375521,0.1288504,0.20557493,0.5260691,0.3131044,0.4747469,0.4542543,0.5438671,0.3976657,0.7903501,0.4646172,0.4229783
GSM4299568,0.220512,0.5753878,0.6413591,0.6657311,0.5629001,0.4499037,0.4110884,0.6120569,0.7470247,0.6542507,0.7132908,0.3368513,0.6096943,0.4204001,0.3704958,0.2613544,0.3226125,0.4757462,0.1742546,0.2011378,0.462873,0.3627225,0.1224985,0.3765654,0.7377033,0.12221871,0.7209483,0.7400247,0.7292381,0.5910929,0.5126934,0.3319168,0.2980297,0.4471732,0.2391569,0.4212574,0.4346314,0.7208079,0.1401111,0.4932616,0.3553756,0.3234648,0.2997102,0.3186259,0.3386376,0.8168826,0.1601664,0.6373321,0.182205,0.7302153,0.3389347,0.7167532,0.3329588,0.2915112,0.3846478,0.13369827,0.5739165,0.3712428,0.3986982,0.3352078,0.2510188,0.3471066,0.3793409,0.3192663,0.3072301,0.10465211,0.2667606,0.07594673,0.4701925,0.3341444,0.4275065,0.1964026,0.4511803,0.3461998,0.2822599,0.3404464,0.5457046,0.1625932,0.7512669,0.3774845,0.2478651,0.7531197,0.8397768,0.7764402,0.4321813,0.7104409,0.7978267,0.172078,0.2467107,0.5044431,0.3617062,0.5035056,0.684144,0.6195867,0.4691964,0.7858361,0.3771804,0.6085434,0.4026411,0.1701004,0.28614237,0.5167438,0.3812035,0.4877033,0.5229479,0.3965777,0.4126135,0.7230135,0.4171363,0.3698836
GSM4299570,0.193467,0.5753734,0.779854,0.6156117,0.5811051,0.4424852,0.5456983,0.6340119,0.7305145,0.7883867,0.6512195,0.8478183,0.5710647,0.4449548,0.4168485,0.2993195,0.3013778,0.5938726,0.7539706,0.1866121,0.4489405,0.4573354,0.1306816,0.363482,0.7320737,0.13452743,0.729047,0.759607,0.696845,0.8763167,0.5431288,0.2534455,0.2402119,0.5032419,0.211244,0.3251098,0.3433865,0.6967702,0.1507968,0.8562286,0.3754314,0.4461897,0.2741387,0.2421562,0.2729713,0.8168892,0.1378774,0.6287503,0.2095829,0.7743606,0.8653699,0.7678829,0.3719051,0.2980841,0.5443288,0.12197059,0.4266385,0.4535984,0.3856405,0.7691553,0.3729355,0.3585812,0.3177371,0.5311743,0.2486538,0.09516714,0.305829,0.04710496,0.4150721,0.4259672,0.4446896,0.2592623,0.4077653,0.2825326,0.2556935,0.4431459,0.6777023,0.1736025,0.8657996,0.3008636,0.2379815,0.7158367,0.8431357,0.7760519,0.4066324,0.7187288,0.8223629,0.1408898,0.2399618,0.5549167,0.3112746,0.69538,0.7162455,0.6200092,0.5283787,0.7966793,0.4209281,0.88158,0.4774156,0.804416,0.25622012,0.4708743,0.3710258,0.5068955,0.5400911,0.340224,0.4048957,0.8087724,0.3343567,0.3373704
GSM4299580,0.2140414,0.5556428,0.6485395,0.5645067,0.5439514,0.2888488,0.4664218,0.5914465,0.7245935,0.7181366,0.7028497,0.5949393,0.5486645,0.4488632,0.4047079,0.2201926,0.436827,0.5319585,0.4378283,0.1653744,0.4657806,0.4295789,0.13101513,0.3021468,0.6837406,0.13958053,0.735693,0.7123173,0.67007,0.7194048,0.5017887,0.2505248,0.2216225,0.5127516,0.1768089,0.3742698,0.3432939,0.7132097,0.1669154,0.6734738,0.3621344,0.4421031,0.2286354,0.2753331,0.3512873,0.8203223,0.1659346,0.6574527,0.1889571,0.6881278,0.5681077,0.7569723,0.3199606,0.318337,0.4697206,0.12373568,0.5484688,0.4793964,0.3138077,0.6074822,0.3420621,0.3601492,0.3370165,0.4348164,0.2017392,0.112603,0.2771297,0.05695876,0.4718348,0.42711,0.4169686,0.1933162,0.3148911,0.2629586,0.2577176,0.4332589,0.6703587,0.128039,0.8259261,0.3030327,0.2195569,0.7403142,0.8600997,0.7268628,0.4011838,0.7382104,0.7896412,0.1482071,0.2278085,0.5066786,0.2806467,0.6079858,0.7242654,0.6087721,0.516113,0.7868487,0.3469735,0.7991163,0.4497139,0.4668136,0.29893426,0.4890363,0.3083762,0.490144,0.5134326,0.3500948,0.4134549,0.7650595,0.326876,0.3398382
GSM4299583,0.2031337,0.5752738,0.6582382,0.6498064,0.5701735,0.3785788,0.4542411,0.6748622,0.8159453,0.7879183,0.6928039,0.5228701,0.6827407,0.3464882,0.298954,0.1740239,0.4592272,0.5405796,0.2848005,0.1715923,0.4607702,0.4300833,0.16342689,0.3138452,0.7569434,0.13138112,0.6434017,0.6409679,0.7537965,0.6754063,0.5174108,0.2378302,0.2656264,0.4927193,0.2565715,0.3968321,0.4180422,0.8522403,0.162947,0.6760859,0.3252745,0.3249627,0.2480097,0.1955981,0.2431156,0.8648476,0.2077731,0.5768143,0.2190281,0.7757511,0.422414,0.7174313,0.2918735,0.2870188,0.4408444,0.13299985,0.3600732,0.3857796,0.399022,0.4073972,0.2224652,0.3623869,0.3909706,0.4245477,0.220736,0.12641676,0.28283,0.14710983,0.4098031,0.4119605,0.3065903,0.2114181,0.3878915,0.3299813,0.2293544,0.4104381,0.6083164,0.192428,0.8659763,0.3417655,0.2178468,0.8841704,0.9091389,0.7949812,0.3581645,0.8603086,0.8139927,0.1651442,0.1956869,0.5124253,0.3405836,0.5726772,0.6508545,0.6885919,0.4881878,0.8140944,0.3895907,0.7565546,0.4408582,0.2491667,0.251854,0.4843062,0.3639646,0.440661,0.4648074,0.3161999,0.3733088,0.8051189,0.2977121,0.3374718
GSM4299584,0.2311256,0.6110546,0.6922684,0.6599751,0.6167072,0.5359434,0.4250823,0.5696722,0.7239117,0.8149988,0.6261112,0.1711684,0.5639363,0.449032,0.3184311,0.1872653,0.4362571,0.4990504,0.1271992,0.1514924,0.5432638,0.3743795,0.12710851,0.4706512,0.6449163,0.12319422,0.8137919,0.7884397,0.6783008,0.4238391,0.5236824,0.2638478,0.1756448,0.4282683,0.281543,0.3037385,0.3059991,0.862108,0.1267223,0.1473385,0.2994264,0.2665446,0.2132595,0.2352915,0.2718374,0.7120366,0.1780437,0.6196956,0.1745405,0.6990518,0.1396246,0.7440455,0.2703578,0.2964438,0.4324603,0.11969035,0.420803,0.3162579,0.3741101,0.2145684,0.199028,0.3401607,0.4244442,0.3961066,0.2765709,0.09568609,0.4018484,0.06957962,0.5778553,0.3603346,0.3757385,0.17196,0.536877,0.2251305,0.2433016,0.3279838,0.587204,0.1722773,0.8766515,0.245139,0.2041875,0.6523339,0.890669,0.8036069,0.5165973,0.8380719,0.7984291,0.1648428,0.1926599,0.5188991,0.3029964,0.6352804,0.5951377,0.6111759,0.4422266,0.8451312,0.3552342,0.2974955,0.3988658,0.1309593,0.20008308,0.5208937,0.3026498,0.3995103,0.4047438,0.3609141,0.2997229,0.8247874,0.3204314,0.3511651
GSM4299592,0.319682,0.6596049,0.6989577,0.7428584,0.6564136,0.5168608,0.5075883,0.5801452,0.6940971,0.6926799,0.5922607,0.1922626,0.5547813,0.4601758,0.4036306,0.2721895,0.2987485,0.5703638,0.1541724,0.1553207,0.5866419,0.453007,0.14871952,0.462043,0.7361914,0.11046316,0.7506083,0.7379713,0.61871,0.5996662,0.549737,0.3845822,0.2384218,0.5404812,0.3442083,0.3804432,0.5028652,0.7774979,0.1424205,0.3204778,0.4380085,0.4239282,0.3391122,0.4005275,0.3288263,0.7941085,0.2528135,0.7040631,0.227065,0.7381653,0.1896701,0.7217245,0.3900297,0.234185,0.5401446,0.14817834,0.5365994,0.4558309,0.5059422,0.2540447,0.3384234,0.4483769,0.4509408,0.4685883,0.4042362,0.22584187,0.3689974,0.05381215,0.5134082,0.4442006,0.4630118,0.2104049,0.5798948,0.3211978,0.3624868,0.4535381,0.6785076,0.329476,0.8451362,0.4058453,0.2120056,0.7407633,0.8693482,0.7629868,0.4390175,0.7566495,0.8303537,0.1706544,0.3339153,0.5085737,0.4157853,0.5999382,0.730077,0.6091963,0.5158503,0.7805773,0.3280657,0.433917,0.4964272,0.1254574,0.20758671,0.5270595,0.4193577,0.5056053,0.6081212,0.4752537,0.4319694,0.7555985,0.3874393,0.3944805
GSM4299593,0.2682724,0.5518194,0.6612011,0.612854,0.5508063,0.4657695,0.4608168,0.5980008,0.690129,0.6626326,0.5787229,0.5289925,0.6131973,0.4324065,0.4005076,0.3464378,0.4186407,0.5714324,0.4194984,0.1709229,0.3750255,0.4290157,0.10902096,0.4291076,0.7499779,0.12989366,0.7229083,0.762847,0.6353236,0.6999296,0.5755912,0.3400487,0.2343736,0.5354313,0.1894303,0.269004,0.4153681,0.8117469,0.169617,0.6654519,0.4211172,0.4042749,0.296671,0.3320936,0.33164,0.8537792,0.1952179,0.6724826,0.2371923,0.824478,0.5862516,0.7081246,0.3836763,0.4108429,0.433684,0.15613068,0.3856478,0.3970979,0.4411819,0.6533618,0.3079851,0.4086149,0.299228,0.4374598,0.3229829,0.10149465,0.310864,0.07274263,0.5607337,0.4029315,0.4846497,0.2069583,0.4505242,0.3377962,0.3703211,0.4392086,0.6394393,0.1807624,0.8260298,0.3445594,0.3679844,0.44905,0.8683941,0.8377901,0.3902243,0.7803728,0.824526,0.1829665,0.3169482,0.5116145,0.3917078,0.5854955,0.709704,0.650728,0.500751,0.8156754,0.3926324,0.7179727,0.4834879,0.4240229,0.29982261,0.4379845,0.3706677,0.5510189,0.5874937,0.5072826,0.3769993,0.7458798,0.4453253,0.37297
GSM4299594,0.2086372,0.5571958,0.6703826,0.4379328,0.5801171,0.4222404,0.4182381,0.7241333,0.801998,0.6287818,0.6381874,0.3856761,0.6379524,0.416957,0.2740324,0.2051484,0.4214435,0.5498161,0.3037253,0.1851903,0.369264,0.3958767,0.12042215,0.3254528,0.786242,0.11946034,0.6950139,0.7192869,0.7300337,0.5932527,0.5540392,0.2386727,0.2180986,0.5170505,0.1885668,0.426481,0.3595938,0.7729715,0.1514503,0.6323092,0.3209445,0.4448469,0.282343,0.2693276,0.2753848,0.8821679,0.1549489,0.5605935,0.1971061,0.8292887,0.4558726,0.7240569,0.2901282,0.4071779,0.4161499,0.12852108,0.5664723,0.3945877,0.3979698,0.3624924,0.3332792,0.3803888,0.2867554,0.3956036,0.2465277,0.08571137,0.2778779,0.06089502,0.4630255,0.3851031,0.4216452,0.22489,0.421593,0.3000843,0.2591275,0.4182041,0.669811,0.1536687,0.7510562,0.3330248,0.248802,0.7468449,0.8674418,0.7066587,0.3854068,0.7404427,0.8399667,0.1308368,0.2110429,0.4935329,0.3445607,0.5446296,0.6985297,0.7091209,0.516002,0.8159603,0.4563289,0.6521525,0.4641096,0.2214205,0.25965414,0.3932414,0.3692794,0.4679261,0.4995611,0.3494272,0.3817971,0.6956231,0.3793632,0.3116505
GSM4299595,0.2878595,0.6915799,0.5695383,0.7177008,0.6699697,0.4772136,0.5097725,0.6049492,0.7163927,0.6186491,0.6960884,0.5507124,0.559515,0.4726135,0.3577072,0.27172,0.3013778,0.5714917,0.4130274,0.1647914,0.5752239,0.4426543,0.10464625,0.3707746,0.6931575,0.14510836,0.7194026,0.7576128,0.6205024,0.7157653,0.5802133,0.3130081,0.2452787,0.5268029,0.5300945,0.3449737,0.4340731,0.6638806,0.1264308,0.7542954,0.3677581,0.4176577,0.3025563,0.3017345,0.3223174,0.8331503,0.1858689,0.660953,0.2010799,0.6602668,0.5284393,0.7267602,0.3769976,0.2647448,0.5168705,0.14328434,0.4569881,0.4006966,0.4540683,0.5758981,0.317059,0.3996597,0.4647332,0.4941454,0.3544096,0.15252334,0.347693,0.06268505,0.4131977,0.4169104,0.436442,0.2067699,0.4842097,0.3353277,0.2807566,0.4424676,0.6645079,0.2401483,0.7522334,0.3461142,0.211802,0.7760617,0.8403411,0.7169843,0.4419446,0.7174174,0.7984241,0.183913,0.2756598,0.5359746,0.3551017,0.5057915,0.7150947,0.6109759,0.5137472,0.8252304,0.3975153,0.7117882,0.4849361,0.4486533,0.24490997,0.5542075,0.3661478,0.5256854,0.5917053,0.4081702,0.3968784,0.6823431,0.3945027,0.3790064
GSM4299596,0.2328252,0.652751,0.6847944,0.7100695,0.6264511,0.5597554,0.4443144,0.6919148,0.7416045,0.6977187,0.6433994,0.2653904,0.5653403,0.4509635,0.3957789,0.3004513,0.3253681,0.4936138,0.1904964,0.1659924,0.5189137,0.4136881,0.13643217,0.4580596,0.7937078,0.13324501,0.726198,0.7148886,0.712886,0.5667286,0.5793062,0.3844216,0.2513076,0.4721748,0.2303251,0.4819307,0.458773,0.7322474,0.1522122,0.3032689,0.3898539,0.5191922,0.3783545,0.2929752,0.3052395,0.7854612,0.1801592,0.6137641,0.2382303,0.7212043,0.2212968,0.7086235,0.3679273,0.2201201,0.4593725,0.14389764,0.6063259,0.4632543,0.5131043,0.2796071,0.4091629,0.3938999,0.4358094,0.4131854,0.3579756,0.16358855,0.3458417,0.07388935,0.5001766,0.3970917,0.4854086,0.193979,0.5586266,0.360183,0.3186234,0.3992498,0.5821684,0.2708194,0.8437222,0.3882915,0.2322645,0.732082,0.8511072,0.7029601,0.4571002,0.7130251,0.8466984,0.1535363,0.2521542,0.4973529,0.417711,0.5642397,0.6830015,0.6644823,0.4596868,0.772125,0.4555868,0.486969,0.4455576,0.155942,0.19561897,0.5074261,0.4065745,0.5094123,0.557935,0.4389439,0.4623087,0.7446356,0.3704437,0.3219204
GSM4299615,0.2478304,0.5878058,0.6849926,0.6548085,0.6029779,0.4033486,0.560651,0.7228706,0.6560284,0.62829,0.7792274,0.566487,0.5679867,0.4109722,0.3650609,0.2194011,0.267632,0.5377545,0.415053,0.1815372,0.3720079,0.4406365,0.12072758,0.3679712,0.6916109,0.12185912,0.7264923,0.767096,0.7322101,0.7120123,0.5524485,0.3103553,0.2173824,0.5082477,0.241402,0.4508065,0.4132428,0.7382103,0.1419422,0.6814546,0.3343262,0.3459941,0.2995715,0.2878798,0.3136968,0.8079361,0.1593902,0.5921038,0.2171896,0.7091533,0.5521738,0.7215955,0.3198384,0.338362,0.5360091,0.14090554,0.7062843,0.3656721,0.3902126,0.5416067,0.2420013,0.3678201,0.4207593,0.5272533,0.2936491,0.13456065,0.2957554,0.06639378,0.443024,0.4229716,0.3974109,0.1768313,0.441952,0.3255081,0.2889689,0.4289058,0.6588137,0.1845113,0.8361992,0.3696424,0.2247079,0.8445961,0.8746187,0.7225025,0.3631762,0.7783784,0.8153415,0.1521418,0.3216938,0.5269658,0.3726011,0.4616551,0.752718,0.7287725,0.4974539,0.8583789,0.5097519,0.7240667,0.4849205,0.4906666,0.21778023,0.474003,0.3805982,0.484608,0.5377931,0.3973602,0.4259185,0.699364,0.3979169,0.3774449
GSM4299617,0.254936,0.5785287,0.5880459,0.6518072,0.6006911,0.5541157,0.357583,0.7929504,0.7735573,0.6127449,0.603134,0.8191579,0.7258483,0.4499859,0.3621807,0.2651263,0.3435072,0.4523285,0.6192986,0.1937498,0.4221385,0.3486546,0.13507387,0.5088313,0.7585444,0.12491002,0.7235134,0.7014859,0.7670393,0.8939212,0.5667869,0.3405515,0.3877561,0.4289897,0.205816,0.3719236,0.5488582,0.7055015,0.1643112,0.8465,0.3853954,0.2926993,0.4152426,0.2207658,0.2864886,0.867138,0.1679117,0.5956755,0.176765,0.764758,0.7518116,0.7187563,0.3502822,0.2918823,0.3679453,0.14062517,0.72594,0.3856116,0.4944193,0.7612783,0.2391348,0.3613109,0.400345,0.357022,0.3567378,0.11624533,0.2895858,0.05999709,0.433629,0.3232178,0.4399227,0.1891044,0.5776208,0.4345543,0.2623006,0.3460657,0.5567525,0.2278787,0.8069156,0.5154284,0.1972086,0.7924258,0.8496285,0.6489484,0.5421982,0.7082198,0.818399,0.1615639,0.1961629,0.4674161,0.524543,0.5319849,0.6998174,0.7151633,0.4263432,0.7456247,0.559994,0.8715945,0.3870735,0.6671841,0.28227354,0.4818317,0.4897318,0.4754022,0.5236623,0.3640997,0.4067332,0.6937148,0.3137961,0.3327098
GSM4299618,0.2690989,0.6092776,0.6106144,0.6705584,0.5949645,0.4674331,0.6012246,0.6220897,0.7265968,0.6629807,0.7813008,0.2401271,0.5943323,0.4261023,0.3458695,0.2529746,0.4458182,0.6515913,0.2077506,0.1535986,0.519981,0.5335723,0.12759905,0.4224187,0.714247,0.13346511,0.7877289,0.7166514,0.6162058,0.5305529,0.582978,0.3609485,0.2467876,0.5788675,0.3491344,0.3931582,0.4023038,0.7885678,0.1571362,0.3378264,0.353574,0.4046654,0.3084506,0.2928488,0.3472984,0.7721743,0.2148191,0.6803042,0.1883189,0.7311672,0.2420976,0.7400221,0.3538911,0.3092907,0.5893109,0.15053555,0.5596557,0.4371045,0.4409207,0.2633136,0.3247233,0.3949939,0.4237134,0.5459494,0.2971156,0.16898328,0.3319055,0.09340315,0.4858173,0.5291657,0.4276464,0.18077,0.4438218,0.3387806,0.2737516,0.4979123,0.7186917,0.2509992,0.7967635,0.3513189,0.1823151,0.8555189,0.8778071,0.7716839,0.4249738,0.7831791,0.7975309,0.1912321,0.2731973,0.5221283,0.3484956,0.5528043,0.7176759,0.6115049,0.5961089,0.7655964,0.3731445,0.4729618,0.5535045,0.1232237,0.2740964,0.5121126,0.3636653,0.4995552,0.530886,0.3622573,0.4252682,0.7341832,0.3687266,0.3296034
GSM4299621,0.2561626,0.8073306,0.6090829,0.8176411,0.7934653,0.4029369,0.3211897,0.6175566,0.7565506,0.6521685,0.8215894,0.3461221,0.5589042,0.5003373,0.3716595,0.2026505,0.3666987,0.3820264,0.201327,0.1751138,0.7588683,0.3180988,0.09970836,0.3888824,0.7510682,0.11802867,0.7330306,0.7149608,0.6767642,0.594985,0.7606854,0.2721885,0.2161548,0.3467377,0.5022088,0.3719182,0.3781187,0.7304723,0.1609824,0.5307095,0.3536306,0.4720326,0.2718697,0.2145604,0.2821205,0.8458965,0.1738357,0.5899005,0.2278756,0.7889612,0.296568,0.7165112,0.3207223,0.287399,0.3215828,0.11795276,0.5122775,0.4687296,0.420911,0.3355516,0.3889064,0.3887773,0.6154992,0.2977273,0.3224826,0.10698102,0.423208,0.0720448,0.4139234,0.3367626,0.41204,0.2101093,0.4564009,0.2781628,0.2519462,0.2828372,0.5206091,0.1616953,0.8305254,0.3231047,0.2138547,0.8926096,0.8441302,0.7971571,0.5660148,0.7335956,0.8266277,0.1796802,0.2117916,0.4350666,0.322902,0.5849571,0.7193949,0.598685,0.3745497,0.7621364,0.4000694,0.632293,0.3335556,0.1882855,0.25834594,0.6270906,0.3625647,0.5029347,0.5600746,0.3424347,0.3696625,0.7270242,0.287913,0.3581168
GSM4299623,0.2643533,0.6314713,0.6349567,0.7312685,0.6678105,0.4585067,0.4634407,0.8318601,0.7964937,0.6718669,0.6410287,0.3053798,0.7353288,0.4502433,0.4123651,0.2698796,0.3940537,0.514561,0.259698,0.1835449,0.4979967,0.3913914,0.13893922,0.3939316,0.7783153,0.12678233,0.7434667,0.7834582,0.809615,0.5802746,0.5752595,0.3401166,0.2240976,0.4639707,0.3732914,0.3484015,0.4386459,0.7481153,0.1510477,0.5138533,0.3588882,0.4732902,0.3330388,0.2600537,0.3184505,0.8550858,0.2015924,0.6380242,0.2363569,0.8464749,0.3228221,0.704213,0.3378311,0.2570559,0.4329319,0.12923369,0.4215038,0.4478035,0.4550947,0.3686859,0.359235,0.4007814,0.4638201,0.3992181,0.286809,0.10359182,0.3210758,0.06813615,0.4720101,0.362565,0.4162728,0.1706933,0.4800857,0.302052,0.2761173,0.3928146,0.6425488,0.1965963,0.8527033,0.4051011,0.1889326,0.769785,0.8529501,0.752749,0.4157606,0.7427876,0.8269337,0.16428,0.2850153,0.4914411,0.3650322,0.569144,0.7206986,0.8124232,0.4894056,0.810981,0.6002,0.5829944,0.4111856,0.2198055,0.21441528,0.5153158,0.3898898,0.5035665,0.5596148,0.448639,0.4410931,0.7222152,0.3788094,0.399279
GSM4299624,0.2489139,0.6123469,0.757092,0.7151548,0.6347876,0.4858206,0.4299568,0.5608278,0.6782757,0.7933473,0.3769666,0.8825596,0.5167414,0.4178181,0.411798,0.324934,0.3049315,0.4713603,0.8889173,0.1864324,0.4936116,0.3848508,0.13760543,0.4324188,0.6811616,0.13817624,0.5257765,0.7124687,0.552531,0.8994907,0.5822547,0.3120948,0.2158431,0.4421117,0.3248517,0.2496484,0.4918999,0.7870121,0.1462973,0.8897741,0.37915,0.4470453,0.3274599,0.3202447,0.2905417,0.8599515,0.2136327,0.4555968,0.1828584,0.7310065,0.9060478,0.7700269,0.3821682,0.248677,0.4146301,0.13669238,0.3503444,0.41152,0.4497748,0.7914851,0.3210322,0.4481425,0.4502031,0.3822289,0.3735545,0.11678007,0.3129841,0.07508937,0.3843798,0.3387305,0.4981358,0.2126328,0.500472,0.3438618,0.2414193,0.3699036,0.5489087,0.2002614,0.8868701,0.3674359,0.2267891,0.4858538,0.845467,0.7739444,0.4081147,0.7032963,0.798116,0.147129,0.2320579,0.4748571,0.4425134,0.6671208,0.6404172,0.5840035,0.4239653,0.7684411,0.2957898,0.9008545,0.4053487,0.8479228,0.22262115,0.524336,0.393237,0.5299044,0.5507621,0.3662507,0.3792996,0.7944867,0.3549095,0.3281724
